business_name,category,city,address,phone,source
Matalan,"Clothing store, Children's clothing store, Department store, Fashion accessories store, Home goods store, Lingerie store, Men's clothing store, Shoe store, Sportswear store, Women's clothing store",Glasgow,"Matalan, Jamaica St, Glasgow G1 4NN, United Kingdom",3330044444,Google Places
H&M,"Clothing store, Children's clothing store, Fashion accessories store, Men's clothing store",Glasgow,"H&M, 55 St Enoch Sq, Glasgow G1 4LZ, United Kingdom",3447369000,Google Places
Stephanie's Kloset,"Women's clothing store, Children's clothing store",Larchmont,"Stephanie's Kloset, 1917 Palmer Ave, Larchmont, NY 10538",19148342144,Google Places
Veni Vidi Val,"Boutique, Gift shop",La Grange,"Veni Vidi Val, 25 LaGrange Rd STE B, La Grange, IL 60525",17083543686,Google Places
Hackett London George Street,Men's clothing store,Edinburgh,"Hackett London George Street, 86b George St, Edinburgh EH2 3BU, United Kingdom",1312262307,Google Places
New Look,"Clothing store, Children's clothing store, Fashion accessories store, Lingerie store, Plus size clothing store, Shoe store, Swimwear store, Women's clothing store",Edinburgh,"L23, New Look, Waverley Mall Shopping Centre, Edinburgh EH1 1BQ, United Kingdom",Unknown,Google Places
H&M,"Clothing store, Children's clothing store, Home goods store, Men's clothing store",Edinburgh,"H&M, 41-43 Princes St, Edinburgh EH2 2BY, United Kingdom",3447369000,Google Places
Eden,Formal wear store,Hawick,"Eden, 4 Buccleuch Rd, Hawick TD9 0HW, United Kingdom",1450370601,Google Places
Women´s Apparel,Clothing store,South Miami Heights,"Women´s Apparel, South Miami Heights, FL 33157",Unknown,Google Places
House of Fraser,"Clothing store, Children's clothing store, Cosmetics store, Fashion accessories store, Home goods store, Luggage store, Men's clothing store, Shoe store, Women's clothing store",Glasgow,"House of Fraser, 45 Buchanan St, Glasgow G1 3HL, United Kingdom",3439092025,Google Places
Feeun Myself Boutique,Clothing store,Tampa,"Feeun Myself Boutique, Tampa, FL 33604",Unknown,Google Places
Anthropologie,"Women's clothing store, Fashion accessories store, Furniture store, Home goods store",Edinburgh,"39, Anthropologie, 41 George St, Edinburgh EH2 2HN, United Kingdom",1313701673,Google Places
Swish Edinburgh,"Clothing store, Children's clothing store, Men's clothing store, Women's clothing store",Edinburgh,"Swish Edinburgh, 22-24 Victoria St, Edinburgh EH1 2JW, United Kingdom",1312257180,Google Places
Clothing Store,Clothing store,Georgia,"Clothing Store, Georgia 30533",Unknown,Google Places
The Little Closet Moffat,Clothing store,Moffat,"The Little Closet Moffat, 16 Well St, Moffat DG10 9DP, United Kingdom",1683221493,Google Places
Ng Clothing,Clothing store,Moffat,"Ng Clothing, 4 Bath Place, Moffat DG10 9HJ, United Kingdom",7876792341,Google Places
Ruby Woo Boutique - Shawlands,"Clothing store, Bag shop, Boutique, Candle store, Dress store, Gift shop, Jewelry store, Shoe store, Sunglasses store, Women's clothing store",Glasgow,"Ruby Woo Boutique - Shawlands, 39 Skirving St, Shawlands, Glasgow G41 3AB, United Kingdom",1412377010,Google Places
Dillard's Clearance Center,"Department store, Children's clothing store, Cosmetics store, Fashion accessories store, Home goods store, Lingerie store, Men's clothing store, Outlet store, Shoe store, Women's clothing store",Casa Grande,"Dillard's Clearance Center, 1117 N Promenade Pkwy, Casa Grande, AZ 85194",15204211141,Google Places
Best In Scotland,"Men's clothing store, Women's clothing store",Edinburgh,"Best In Scotland, 2 N Bank St, Edinburgh EH1 2LP, United Kingdom",1312254434,Google Places
The Corner Gallery,"Designer clothing store, Knitwear manufacturer",Moffat,"The Corner Gallery, 2 High St, Moffat DG10 9ET, United Kingdom",1683220709,Google Places
Voila,Women's clothing store,Thornhill,"Voila, 3 E Morton St, Thornhill DG3 5LZ, United Kingdom",1848331166,Google Places
Vintage Charm LaGrange,"Boutique, Gift shop",La Grange,"Vintage Charm LaGrange, 729 W Hillgrove Ave, La Grange, IL 60525",17083541553,Google Places
Millennium Accessories,Women's clothing store,Effingham,"Millennium Accessories, 113 E Jefferson Ave, Effingham, IL 62401",12173422277,Google Places
H&M,"Clothing store, Children's clothing store, Men's clothing store",Edinburgh,"H&M, 98 Ocean Dr, Leith, Edinburgh EH6 6JJ, United Kingdom",3447369000,Google Places
The Perfect Fit,"Baby clothing store, Shoe store, Toy store, Youth clothing store",Peebles,"The Perfect Fit, 10 High St, Peebles EH45 8SF, United Kingdom",7791843939,Google Places
The Red Thread Boutique,"Women's clothing store, Boutique, Clothing store",Effingham,"The Red Thread Boutique, 111 W Jefferson Ave, Effingham, IL 62401",12179949525,Google Places
Fashion Nolbls Boutique,Clothing store,Montebello,"Fashion Nolbls Boutique, Montebello, CA 90640",Unknown,Google Places
F&F Clothing,"Clothing store, Baby store, Children's clothing store, Fashion accessories store, Lingerie store, Men's clothing store, Shoe store, Uniform store, Women's clothing store",Wishaw,"F&F Clothing, Belhaven Rd, Wishaw ML2 7NZ, United Kingdom",3450269542,Google Places
Forty Clothing,"Designer clothing store, Clothing store, Men's clothing store, Women's clothing store, Youth clothing store",Glasgow,"Forty Clothing, 11 Royal Exchange Square, Glasgow G1 3AJ, United Kingdom",1414651371,Google Places
KESTIN,Men's clothing store,Edinburgh,"KESTIN, 7 Baker's Pl, Edinburgh EH3 6SY, United Kingdom",1312206300,Google Places
Trendy Boutique Clothing,Clothing store,Montevideo,"Trendy Boutique Clothing, Montevideo, MN 56265",Unknown,Google Places
Johnstons of Elgin,"Clothing store, Baby clothing store, Children's clothing store, Coffee shop, Gift shop, Men's clothing store, Tourist attraction, Women's clothing store",Hawick,"Johnstons of Elgin, Eastfield Mills, Mansfield Rd, Hawick TD9 8AA, United Kingdom",1450360549,Google Places
F&F Clothing,"Clothing store, Baby store, Children's clothing store, Fashion accessories store, Lingerie store, Men's clothing store, Shoe store, Uniform store, Women's clothing store",Galashiels,"F&F Clothing, Paton St, Galashiels TD1 3AT, United Kingdom",3450269548,Google Places
Kohl's,Department store,Casa Grande,"Kohl's, 976 N Mission Pkwy, Casa Grande, AZ 85194",15204213481,Google Places
Moduals,Clothing store,Dumfries,"Moduals, 66 - 68 Buccleuch St, Dumfries DG1 2AA, United Kingdom",1387270675,Google Places
END.,"Men's clothing store, Women's clothing store",Glasgow,"END., 196 Ingram St, Glasgow G1 1DG, United Kingdom",1416749590,Google Places
Vintage Outfitters,"Vintage clothing store, Clothing store",Edinburgh,"Vintage Outfitters, 72 Nicolson St, Edinburgh EH8 9DT, United Kingdom",Unknown,Google Places
Epitome,Women's clothing store,Edinburgh,"Epitome, 35 Dundas St, Edinburgh EH3 6QQ, United Kingdom",1315565554,Google Places
Next,"Clothing store, Baby store, Children's clothing store, Fashion accessories store, Shoe store",Pentland,"Next, Straiton Retail Park, 10 Straiton Rd, Straiton, Pentland EH20 9PW, United Kingdom",3330055486,Google Places
Grace + Gather,Clothing store,Houghton,"Grace + Gather, 614 Shelden Ave, Houghton, MI 49931",19065235777,Google Places
Kohl's,Department store,Effingham,"Kohl's, 1600 Ford Ave, Effingham, IL 62401",12173475140,Google Places
Frontiers | Womanswear,"Women's clothing store, Boutique, Clothing store, Designer clothing store, Fashion accessories store, Fashion designer",Edinburgh,"Frontiers | Womanswear, 16B Stafford St, Edinburgh EH3 7AU, United Kingdom",1314763449,Google Places
Pink Poodle,"Women's clothing store, Fashion accessories store, Gift shop",Glasgow,"Pink Poodle, PINK POODLE, De Courcy's Arcade, 5-21 Cresswell Ln, Hillhead, Glasgow G12 8AA, United Kingdom",1413572983,Google Places
Charcoal Grey Boutique,Women's clothing store,Biggar,"Charcoal Grey Boutique, 100 High St, Biggar ML12 6DH, United Kingdom",1899220087,Google Places
Joey D,"Women's clothing store, Clothing store, Vintage clothing store",Edinburgh,"Joey D, 54 Broughton St, Edinburgh EH1 3SA, United Kingdom",Unknown,Google Places
Clothing,Clothing store,Spring Hill,"Clothing, Spring Hill, FL 34607",Unknown,Google Places
Men's & Women's Boutique,Clothing store,Columbia,"Men's & Women's Boutique, Columbia, SC 29201",Unknown,Google Places
GANT Edinburgh,"Clothing store, Men's clothing store, Women's clothing store",Edinburgh,"GANT Edinburgh, 90 George St, Edinburgh EH2 3DF, United Kingdom",1312268640,Google Places
F&F Clothing,"Clothing store, Baby store, Children's clothing store, Fashion accessories store, Lingerie store, Men's clothing store, Shoe store, Uniform store, Women's clothing store",Dalkeith,"F&F Clothing, Hardengreen Industrial, Bonnyrigg Rd, Eskbank, Dalkeith EH22 3PP, United Kingdom",3456779205,Google Places
Armstrongs Vintage,Clothing store,Edinburgh,"Armstrongs Vintage, 14 Teviot Pl, Edinburgh EH1 2QZ, United Kingdom",1312264634,Google Places
Nadia's Boutique,Clothing store,McDonough,"Nadia's Boutique, 914 Hwy 81, McDonough, GA 30252",14704733246,Google Places
Circle Vintage,Vintage clothing store,Dumfries,"Circle Vintage, 33A Bank St, Dumfries DG1 2PA, United Kingdom",Unknown,Google Places
JCPenney,"Clothing store, Department store, Furniture store, Jewelry store, Shoe store",Pikeville,"JCPenney, 4257 N Mayo Trail, Pikeville, KY 41501",16064379169,Google Places
Armstrongs Vintage,"Vintage clothing store, Clothing store",Edinburgh,"Armstrongs Vintage, 64-66 Clerk St, Newington, Edinburgh EH8 9JB, United Kingdom",1316673056,Google Places
Armstrongs Vintage,"Vintage clothing store, Women's clothing store",Edinburgh,"Armstrongs Vintage, 81-83 Grassmarket, Edinburgh EH1 2HJ, United Kingdom",1312205557,Google Places
Finnieston Clothing,Clothing store,Glasgow,"Finnieston Clothing, 305 Byres Rd, Glasgow G12 8UQ, United Kingdom",1417320305,Google Places
Walker Slater Ladieswear,Women's clothing store,Edinburgh,"Walker Slater Ladieswear, 44-46 Victoria St, Edinburgh EH1 2JP, United Kingdom",1312254257,Google Places
Inis,Women's clothing store,Peebles,"Inis, 27 Northgate, Peebles EH45 8RX, United Kingdom",1721723655,Google Places
Brevity,Women's clothing store,Peebles,"Brevity, 50 High St, Peebles EH45 8SW, United Kingdom",1721724323,Google Places
7XCHANGE,"Boutique, Clothing store",McDonough,"7XCHANGE, 99 Hwy 81 STE 109, McDonough, GA 30253",14704399495,Google Places
Primark,Clothing store,Edinburgh,"Primark, 91 - 93 Princes St, Edinburgh EH2 2ER, United Kingdom",1312263443,Google Places
JCPenney,"Clothing store, Department store, Furniture store, Jewelry store, Shoe store",Searcy,"JCPenney, 301 N Poplar St, Searcy, AR 72143",15012682421,Google Places
The Original Factory Shop (Annan),"Clothing store, Beauty supply store, Discount store, Shoe store",Dumfries,"The Original Factory Shop (Annan), 54-60 High St, Annan, Dumfries DG12 6AJ, United Kingdom",1461207687,Google Places
Frontiers | Menswear,"Men's clothing store, Boutique, Clothing store, Fashion accessories store, Fashion designer",Edinburgh,"Frontiers | Menswear, 18 Stafford St, Edinburgh EH3 7BD, United Kingdom",1315383546,Google Places
Verve,Clothing store,Edinburgh,"Verve, 138 Rose St, Edinburgh EH2 3JD, United Kingdom",1312255888,Google Places
Anne-Maries,"Dress store, Women's clothing store",Lockerbie,"Anne-Maries, 66 High St, Lockerbie DG11 2AA, United Kingdom",1576202318,Google Places
Reba's Formal Wear,"Tuxedo shop, Bridal shop, Formal wear store",Searcy,"Reba's Formal Wear, 2301 W Beebe Capps Expy, Searcy, AR 72143",15012785177,Google Places
Up North Apparel & Gifts,"Clothing store, Boutique, Gift shop",Grayling,"Up North Apparel & Gifts, 609 Norway St Booth #24, Grayling, MI 49738",Unknown,Google Places
M&S Outlet,"Department store, Children's clothing store, Men's clothing store, Women's clothing store",Gretna,"M&S Outlet, Gateway Outlet, 59 Glasgow Rd, Gretna DG16 5GG, United Kingdom",1461339401,Google Places
Slater Menswear Edinburgh,Men's clothing store,Edinburgh,"Slater Menswear Edinburgh, 100 George St, Edinburgh EH2 3DF, United Kingdom",1312204343,Google Places
House of Edinburgh,Clothing store,Edinburgh,"House of Edinburgh, 2 St Giles' St, Edinburgh EH1 1PT, United Kingdom",1313573007,Google Places
101 Boutique,Women's clothing store,Thornhill,"101 Boutique, 70 Drumlanrig St, Thornhill DG3 5LY, United Kingdom",1848330740,Google Places
Berghaus,"Outdoor clothing and equipment shop, Men's clothing store, Outdoor sports store, Women's clothing store",Gretna,"Berghaus, Gretna Gateway Outlet Village, Glasgow Rd, Gretna DG16 5GG, United Kingdom",1461337307,Google Places
Sense Scotland,"Thrift store, Charity, Used book store, Used clothing store, Used furniture store, Vintage clothing store",Peebles,"Sense Scotland, 31-33 High St, Peebles EH45 8AN, United Kingdom",1721723349,Google Places
Plum Boutique,Clothing store,Dumfries,"Plum Boutique, 166 St Michael St, Dumfries DG1 2PR, United Kingdom",1387261296,Google Places
Graham McGrath,Clothing store,Peebles,"Graham McGrath, 27-29 Eastgate, Peebles EH45 8AB, United Kingdom",1721720215,Google Places
Retro Designer Wear,"Designer clothing store, Children's clothing store, Men's clothing store, Women's clothing store",Glasgow,"Retro Designer Wear, The Plaza 35 No 9, East Kilbride G74 1LW, United Kingdom",1355570378,Google Places
Marks and Spencer,"Supermarket, Children's clothing store, Convenience store, Currency exchange service, Department store, Men's clothing store, Wholesale market, Women's clothing store",Edinburgh,"Marks and Spencer, 54 Princes St, Edinburgh EH2 2DQ, United Kingdom",1312252301,Google Places
The North Face Edinburgh,"Clothing store, Sportswear store",Edinburgh,"The North Face Edinburgh, 14-16 Frederick St, Edinburgh EH2 2HB, United Kingdom",1312202144,Google Places
Sarah Thomson,Women's clothing store,Melrose,"Sarah Thomson, The, High St, Melrose TD6 9PB, United Kingdom",1896820111,Google Places
Moffat Mill,"Outlet mall, Bedding store, Clothing store, Countertop store, Gift shop, Outdoor clothing and equipment shop, Restaurant, Shoe store, Souvenir store",Moffat,"Moffat Mill, Ladyknowe Ct, Moffat DG10 9EP, United Kingdom",1683220134,Google Places
Barbour Edinburgh,"Clothing store, Men's clothing store, Outdoor clothing and equipment shop, Women's clothing store",Edinburgh,"Barbour Edinburgh, 21 Frederick St, Edinburgh EH2 2ND, United Kingdom",1312251681,Google Places
Marchbrae,Clothing store,Edinburgh,"Marchbrae, 375 High St, Edinburgh EH1 1PW, United Kingdom",1312263997,Google Places
F&F Clothing,"Clothing store, Baby store, Children's clothing store, Fashion accessories store, Lingerie store, Men's clothing store, Shoe store, Uniform store, Women's clothing store",Carluke,"F&F Clothing, Lanark Rd, Carluke ML8 5AL, United Kingdom",3456757263,Google Places
Superdry Outlet,"Clothing store, Men's clothing store, Women's clothing store",Gretna,"Unit 36, Superdry Outlet, 37 Caledonia Park, Glasgow Rd, Gretna DG16 5GG, United Kingdom",1461339024,Google Places
little blue door,Vintage clothing store,Edinburgh,"little blue door, 25 Candlemaker Row, Edinburgh EH1 2QG, United Kingdom",Unknown,Google Places
Deja Nu Boutique,Boutique,Hobe Sound,"Deja Nu Boutique, 8779 SE Federal Hwy, Hobe Sound, FL 33455",16038603485,Google Places
Family Britches,"Men's clothing store, Children's clothing store, Fashion accessories store, Women's clothing store",Chappaqua,"Family Britches, 70 King St, Chappaqua, NY 10514",19142388017,Google Places
Fashion Bug,"Women's clothing store, Stores and shopping",Chippewa Falls,"Fashion Bug, Chippewa Falls, WI 54729",17157269156,Google Places
F&F Clothing,"Clothing store, Baby store, Children's clothing store, Fashion accessories store, Lingerie store, Men's clothing store, Shoe store, Uniform store, Women's clothing store",Dumfries,"F&F Clothing, Lockerbie Rd, Dumfries DG1 3PF, United Kingdom",3456746477,Google Places
Pringle of Scotland - Harris Tweed Hebrides,"Clothing store, Gift shop",Edinburgh,"Pringle of Scotland - Harris Tweed Hebrides, 495-497 Lawnmarket, Edinburgh EH1 2PE, United Kingdom",1313573002,Google Places
Fat Buddha Store,"Clothing store, Art supply store, Designer clothing store, Men's clothing store, Outdoor clothing and equipment shop",Glasgow,"Fat Buddha Store, 81 Queen St, Glasgow G1 3DA, United Kingdom",1412268972,Google Places
F&F Clothing,"Clothing store, Baby store, Children's clothing store, Fashion accessories store, Lingerie store, Men's clothing store, Shoe store, Uniform store, Women's clothing store",Dumfries,"F&F Clothing, CUCKOO BRIDGE RETAIL PARK, Glasgow Rd, Dumfries DG2 9BF, United Kingdom",3456779825,Google Places
Polo Ralph Lauren Outlet Store Caledonia Park,"Clothing store, Children's clothing store, Fashion accessories store, Men's clothing store, Outlet store, Women's clothing store",Gretna,"Polo Ralph Lauren Outlet Store Caledonia Park, Polo Ralph Lauren, Caledonia Park, Glasgow Rd, Gretna DG16 5GG, United Kingdom",1461339200,Google Places
Carol Craig,"Fashion accessories store, Children's clothing store, Toy store",Dumfries,"Carol Craig, 16 Queensberry St, Dumfries DG1 1EX, United Kingdom",1387249770,Google Places
F&F Clothing,"Clothing store, Baby store, Children's clothing store, Fashion accessories store, Lingerie store, Men's clothing store, Shoe store, Uniform store, Women's clothing store",Lockerbie,"F&F Clothing, Goods Station Rd, Lockerbie DG11 2DB, United Kingdom",3456779893,Google Places
The Kinnebrew Company,"Clothing store, Men's clothing store, Women's clothing store",Americus,"The Kinnebrew Company, 208 W Lamar St, Americus, GA 31709",12299248888,Google Places
Primark,Clothing store,Glasgow,"Primark, 56 - 68 Argyle St, Glasgow G2 8AG, United Kingdom",1412291343,Google Places
Dick's Edinburgh,"Clothing store, Home goods store, Men's clothing store, Women's clothing store",Edinburgh,"Dick's Edinburgh, 3 N W Circus Pl, Edinburgh EH3 6ST, United Kingdom",1312266220,Google Places
Walker Slater Menswear,Clothing store,Edinburgh,"Walker Slater Menswear, 16-20 Victoria St, Edinburgh EH1 2HG, United Kingdom",1312209750,Google Places
Carnivàle Vintage,"Vintage clothing store, Antique store",Edinburgh,"Carnivàle Vintage, 51 Bread St, Edinburgh EH3 9AH, United Kingdom",1312288787,Google Places
Pieute,Clothing store,Edinburgh,"Pieute, 19 Candlemaker Row, Edinburgh EH1 2QG, United Kingdom",Unknown,Google Places
Mountain Warehouse Dumfries,"Outdoor clothing and equipment shop, Camping store, Children's clothing store, Men's clothing store, Ski shop, Sportswear store, Women's clothing store",Dumfries,"Mountain Warehouse Dumfries, 85 High St, Dumfries DG1 2BN, United Kingdom",1387274071,Google Places
W2,Clothing store,Glasgow,"W2, 10 Ruthven Ln, Glasgow G12 9BG, United Kingdom",1413392315,Google Places
Brooks Ladieswear,"Women's clothing store, Clothing store, Fashion accessories store, Formal wear store, Wedding store",Lanark,"Brooks Ladieswear, 31 High St, Lanark ML11 7LU, United Kingdom",1555662346,Google Places
House of Cashmere,Clothing store,Edinburgh,"House of Cashmere, 174 High St, Edinburgh EH1 1QS, United Kingdom",1312200033,Google Places
Happy Rock Boutique,Boutique,Gladstone,"Happy Rock Boutique, 820 Delta Ave, Gladstone, MI 49837",19062807591,Google Places
F&F Clothing,"Clothing store, Baby store, Children's clothing store, Fashion accessories store, Lingerie store, Men's clothing store, Shoe store, Uniform store, Women's clothing store",Lanark,"F&F Clothing, Strathaven Rd, Lesmahagow, Lanark ML11 0HY, United Kingdom",3450269659,Google Places
The Original Factory Shop (Lanark),"Clothing store, Beauty supply store, Department store, Discount store, Party store, Shoe store, Sportswear store",Lanark,"The Original Factory Shop (Lanark), 65 High St, Lanark ML11 7LN, United Kingdom",1555701144,Google Places
JD Sports,"Sportswear store, Children's clothing store, Clothing store, Men's clothing store, Shoe store, Sporting goods store, Women's clothing store",Dumfries,"Unit 31-32, JD Sports, The Loreburne Shopping Centre, Dumfries DG1 2BD, United Kingdom",1382787567,Google Places
Beginning Bleus At Armonk,"Clothing store, Men's clothing store, Women's clothing store",Armonk,"Beginning Bleus At Armonk, 575 Main St #10, Armonk, NY 10504",19147650004,Google Places
Stock Xchange,Designer clothing store,Edinburgh,"Stock Xchange, 5 Young St, Edinburgh EH2 4HU, United Kingdom",1312202181,Google Places
T.J. Maxx,"Clothing store, Children's clothing store, Department store, Jewelry store, Men's clothing store, Sunglasses store, Swimwear store, Women's clothing store",Fallon,"T.J. Maxx, 2109 W Williams Ave, Fallon, NV 89406",17753831568,Google Places
The Fragrance Shop,"Perfume store, Beauty supply store, Cosmetics store",Dumfries,"Unit 29B, The Fragrance Shop, Lorebourne Centre, Dumfries DG1 2BD, United Kingdom",1387808144,Google Places
Marks and Spencer,"Supermarket, Children's clothing store, Convenience store, Currency exchange service, Department store, Men's clothing store, Wholesale market, Women's clothing store",Dumfries,"Marks and Spencer, High Street Winchester Road 57, Dumfries DG1 2DB, United Kingdom",1387267621,Google Places
Inis,"Women's clothing store, Designer clothing store",Hawick,"Inis, 80 High St, Hawick TD9 9HR, United Kingdom",1450374289,Google Places
Salsa Soleil Butik,Boutique,Warren,"Salsa Soleil Butik, 336 Pennsylvania Ave W, Warren, PA 16365",18143318797,Google Places
Hibbett Sports,"Clothing store, Shoe store, Fashion accessories store, Men's clothing store, Women's clothing store, Youth clothing store",Searcy,"Hibbett Sports, 121 N Poplar St, Searcy, AR 72143",15012687554,Google Places
F&F Clothing,"Clothing store, Baby store, Children's clothing store, Fashion accessories store, Lingerie store, Men's clothing store, Shoe store, Uniform store, Women's clothing store",Annan,"F&F Clothing, Scott's St, Annan DG12 6JH, United Kingdom",3456719613,Google Places
Godiva,"Women's clothing store, Designer clothing store, Vintage clothing store",Edinburgh,"Godiva, 9 West Port, Edinburgh EH1 2JA, United Kingdom",1312219212,Google Places
Cashmere & Lambswool Clearance Store,Clothing store,Edinburgh,"Cashmere & Lambswool Clearance Store, 215 High St, Edinburgh EH1 1PE, United Kingdom",1313573011,Google Places
Sassy Stitch,Children's clothing store,Searcy,"Sassy Stitch, 2212 W Beebe Capps Expy, Searcy, AR 72143",15012784646,Google Places
D'Agostino Clothiers & Tailors,"Clothing store, Children's clothing store, Dressmaker, Shoe store, Tuxedo shop",Larchmont,"D'Agostino Clothiers & Tailors, 138 Larchmont Ave, Larchmont, NY 10538",19148340630,Google Places
Sports Direct,"Sportswear store, Bicycle Shop, Clothing store, Outdoor sports store, Running store, Shoe store, Soccer store, Sporting goods store, Tennis store",Dumfries,"Unit 4, Sports Direct, Peel Retail Park, Lockerbie Rd, Dumfries DG1 3PF, United Kingdom",3443325197,Google Places
FINDRA Clothing,"Outdoor clothing and equipment shop, Clothing store, Event venue",Innerleithen,"FINDRA Clothing, 83 High St, Innerleithen EH44 6HD, United Kingdom",1896870313,Google Places
D&R EMPORIUM,Clothing store,McDonough,"D&R EMPORIUM, 155 Mill Rd, McDonough, GA 30253",14049341396,Google Places
Hawico Scotland,"Clothing store, Knitwear manufacturer, Outlet mall",Hawick,"Hawico Scotland, 11 Duke St, Hawick TD9 9QA, United Kingdom",1450372510,Google Places
Blitz Clothing,Clothing store,Glasgow,"Blitz Clothing, 23 W Nile St, Glasgow G1 2PS, United Kingdom",1412487730,Google Places
Rhinestone Cowboys,"Clothing store, Shoe store, Vintage clothing store",Edinburgh,"Rhinestone Cowboys, 124 Leith Walk, Edinburgh EH6 5DT, United Kingdom",Unknown,Google Places
Lou Lou's Vintage Emporium,Vintage clothing store,Innerleithen,"Lou Lou's Vintage Emporium, 42 High St, Innerleithen EH44 6HF, United Kingdom",Unknown,Google Places
Rohan Edinburgh - Outdoor Clothing & Walking Gear,"Outdoor clothing and equipment shop, Clothing store, Men's clothing store, Women's clothing store",Edinburgh,"Rohan Edinburgh - Outdoor Clothing & Walking Gear, 86 George St, Edinburgh EH2 3BU, United Kingdom",1312254876,Google Places
Left Thumb Prints,"Clothing store, Digital printing service, Embroidery service",McDonough,"Left Thumb Prints, 155 Westridge Pkwy #218, McDonough, GA 30253",16787563381,Google Places
Keweenaw Consignment,Consignment shop,Ripley,"Keweenaw Consignment, 20895 Royce Rd, Ripley, MI 49930",19064824550,Google Places
Boots,"Beauty supply store, Baby store, Beauty salon, Cosmetics store, Gift shop, Health and beauty shop, Perfume store, Photo shop",Dumfries,"Boots, 74 High St, Dumfries DG1 2BS, United Kingdom",1387253859,Google Places
Scottish Knitwear,Clothing store,Hawick,"Scottish Knitwear, 6 High St, Hawick TD9 9EH, United Kingdom",Unknown,Google Places
Cancer Research UK,"Thrift store, Charity, Children's clothing store, Home goods store, Men's clothing store, Non-profit organization, Second hand store, Volunteer organization, Women's clothing store",Peebles,"Cancer Research UK, 52 High St, Peebles EH45 8SW, United Kingdom",1721720151,Google Places
A Grand Day,Bridal shop,New Castle,"A Grand Day, 1905 Wilmington Rd Ste B, New Castle, PA 16105",17245983504,Google Places
Men's Corner,Men's clothing store,Pikeville,"Men's Corner, 4135 N. Mayo Trail Weddington Plaza, Pikeville, KY 41501",16064331707,Google Places
Superdrug,"Health and beauty shop, Baby store, Cosmetics store, Perfume store, Toiletries store",Dumfries,"Superdrug, Lorburne Centre, 22-24 Loreburn St, Centre, Dumfries DG1 2BD, United Kingdom",1387279830,Google Places
Unique Boutique,"Bridal shop, Formal wear store",Pikeville,"Unique Boutique, 205 Hibbard St, Pikeville, KY 41501",16064325008,Google Places
River House Resale,Thrift store,Grayling,"River House Resale, 6375 W M-72 Hwy, Grayling, MI 49738",19897456677,Google Places
Cookie,Women's clothing store,Edinburgh,"Cookie, 29A Cockburn St, Edinburgh EH1 1BP, United Kingdom",1316227260,Google Places
Celebrations Bridal & Formal,Bridal shop,Hancock,"Celebrations Bridal & Formal, 110 Quincy St, Hancock, MI 49930",19064824946,Google Places
Herman Brown,"Clothing store, Vintage clothing store",Edinburgh,"Herman Brown, 151 West Port, Edinburgh EH3 9DP, United Kingdom",1312282589,Google Places
Big 5 Sporting Goods,"Clothing store, Camping store, Sporting goods store, Outdoor sports store, Running store, Shoe store, Sportswear store",Fallon,"Big 5 Sporting Goods, 920 W Williams Ave #10, Fallon, NV 89406",17754235515,Google Places
H G Greene's General Store,Clothing store,Jonesville,"H G Greene's General Store, 1530 NC-67, Jonesville, NC 28642",13365272006,Google Places
Odds And Ends,Consignment shop,New Castle,"Odds And Ends, 206 E Wallace Ave, New Castle, PA 16101",17242026874,Google Places
Lilies & Lace,"Lingerie store, Swimwear store, Women's clothing store",Armonk,"Lilies & Lace, 400 Main St #3, Armonk, NY 10504",19142732253,Google Places
Glenmuir Ltd,Clothing store,Lanark,"Glenmuir Ltd, 27-29 Delves Rd, Lanark ML11 9DX, United Kingdom",1555662244,Google Places
Boot Barn,"Clothing store, Boot store, Western apparel store",Cleburne,"Boot Barn, 1655 W Henderson St C, Cleburne, TX 76033",16827198200,Google Places
U P Bra's That Fit Inc.,Lingerie store,Escanaba,"U P Bra's That Fit Inc., 816 Ludington St ste b, Escanaba, MI 49829",19067862724,Google Places
Navy Exchange Main,"Department store, Military base, Shopping mall",Fallon,"Navy Exchange Main, 4755 Pasture Rd Building No. 341, Fallon, NV 89496",17754262682,Google Places
Those Were The Days Vintage,"Vintage clothing store, Fashion accessories store, Men's clothing store, Women's clothing store",Edinburgh,"Those Were The Days Vintage, 28 St Stephen St, Edinburgh EH3 5AL, United Kingdom",1312254400,Google Places
Boutique Baby,Children's clothing store,Lanark,"Boutique Baby, 27 St Leonard St, Lanark ML11 7AB, United Kingdom",1555728088,Google Places
The Cashmere and Lambswool Store,Clothing store,Edinburgh,"The Cashmere and Lambswool Store, 367 High St, Edinburgh EH1 1PW, United Kingdom",1313573010,Google Places
916tee | 916 Tee | Custom TShirt,"Custom t-shirt store, T-shirt store",Sacramento,"916tee | 916 Tee | Custom TShirt, 7818 Gerber Rd, Sacramento, CA 95828",19162870263,Google Places
Bubbles Childrenswear,"Baby clothing store, Children's clothing store",Motherwell,"Bubbles Childrenswear, 136 Merry St, Motherwell ML1 1NA, United Kingdom",1698264133,Google Places
Cancer Research UK,"Thrift store, Charity, Children's clothing store, Home goods store, Men's clothing store, Non-profit organization, Second hand store, Volunteer organization, Women's clothing store",Dumfries,"Cancer Research UK, 114-116 Friars Vennel, Dumfries DG1 2RE, United Kingdom",1387269441,Google Places
Dee Clothing Store,Clothing store,Glasgow,"Dee Clothing Store, 654 Old Edinburgh Rd, Uddingston, Glasgow G71 6HQ, United Kingdom",Unknown,Google Places
